Time, P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), P_{inertial} (deg/s), Q_{inertial} (deg/s), R_{inertial} (deg/s), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{X_{inertial}} (ft/s), V_{Y_{inertial}} (ft/s), V_{Z_{inertial}} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), X_{ECI} (ft), Y_{ECI} (ft), Z_{ECI} (ft), X_{ECEF} (ft), Y_{ECEF} (ft), Z_{ECEF} (ft), Earth Position Angle (deg), Distance AGL (ft), Terrain Elevation (ft), vc-fps, h-sl-ft, elevator-cmd-norm, aileron-cmd-norm, rudder-cmd-norm
17.99, 0.1413031243011172, 0.001670376896702758, 0.7020552531152977, -0.03535194052514617, -0.03537020559758089, 0.06978198617081415, 0.1438415084626503, 0.001467971972544836, 0.6987428609963087, 0.8609486304, 122821.3716, 27.1724809049, 1042.16538179,   20.6764649518979, -0.09502689943888103,  17.63004496620774,   20.6764649518979, -0.09502689943888103,  17.63004496620774, -868.3793802171658, -576.2151899163692, -1.410646632980128,  18.86729037600668,  1.118818227894717,  19.52222626090127, 660.0184825398, 660.0184825398, 0.1866851421700628, -5.475731760258167,   3.85583883378034, 40.452981303029, -0.20037373088491, 47.00085628803, 122.00039504147, -7578695.279784533,  12092912.39818357,  15304747.58288004, -7562815.832376504,  12102849.62723761,  15304747.58288004, 0.075205334380325, 660.0184825398, 0, 20.477267816623883, 660.01848253980279, 0, 0, 0
18,  0.140952506058784, 0.001325508666919874, 0.7027475164388539, -0.03516018490293467, -0.03480744133717689, 0.06941193841879045, 0.1434908662473091, 0.001122710968995498, 0.6994351299725578, 0.8609441385, 122821.2746, 27.1723321073, 1042.16756209,  20.67631822905398, -0.09490660668495345,  17.62998835442391,  20.67631822905398, -0.09490660668495345,  17.62998835442391, -868.3809437659463, -576.2167766288223, -1.410781793056768,  18.86701690614336,  1.121025848358034,  19.52215680413709, 659.82326580957, 659.82326580957, 0.1874230785830408, -5.475739222941856,  3.862895109670664, 40.453091202586, -0.20012117641453, 47.000856804597, 122.00039508635, -7578703.963570528,   12092906.6360396,  15304747.56877424, -7562815.698183346,  12102849.39139216,  15304747.56877424, 0.075247115121648, 659.82326580957, 0, 20.477181216091285, 659.82326580956578, 0, 0, 0
18.01, 0.1406037915281974, 0.0009862588468749366, 0.7034361076876532, -0.03496937023998208, -0.03424529944750016, 0.06904377386833568, 0.1431421274733457, 0.0007830682745506973,  0.700123726719792, 0.8609397102, 122821.1821, 27.1721843156, 1042.16974527,  20.67617280299032, -0.09478696808541859,  17.62993176771298,  20.67617280299032, -0.09478696808541859,  17.62993176771298, -868.3825093964064, -576.2183654133327, -1.410918161960991,  18.86674308415051,  1.123236329620441,  19.52208867062589, 659.62804978341, 659.62804978341, 0.1881568564823106, -5.475750219003415,  3.869958310160389, 40.453199369402, -0.19986999115333, 47.000857321156, 122.00039513132, -7578712.647372148,  12092900.87387977,   15304747.5546671, -7562815.564010201,  12102849.15553712,   15304747.5546671, 0.07528889586297, 659.62804978341, 0, 20.477095898868996, 659.62804978340864, 0, 0, 0
18.02, 0.1402569713680753, 0.0006526219996217936, 0.7041210455407373, -0.0347794917760783, -0.03368372743978484, 0.06867748249105272, 0.1427952828027476, 0.0004490384528234652, 0.7008086699195654, 0.8609353458, 122821.0941, 27.1720375306, 1042.17193132,  20.67602867371707, -0.09466798041940773,  17.62987520717788,  20.67602867371707, -0.09466798041940773,  17.62987520717788, -868.3840770954049, -576.2199562635807, -1.411055713838313,  18.86646892912671,  1.125449657221941,   19.5220218427212, 659.4328344427, 659.4328344427, 0.1888864979230628, -5.475764691843754,  3.877028398593386, 40.453305805191, -0.19962016835468, 47.000857837708, 122.00039517638, -7578721.331189414,  12092895.11170406,   15304747.5405586, -7562815.429857086,  12102848.91967246,   15304747.5405586, 0.075330676604292, 659.4328344427, 0, 20.477011865040613, 659.43283444270492, 0, 0, 0
18.03, 0.1399120362504524, 0.0003245895662827933, 0.7048023485790359, -0.03459054700072721, -0.03312291594707614, 0.06831305439584351, 0.1424503229108169, 0.0001206129454922035,  0.701489978155318, 0.860931045, 122821.0107, 27.1718917526, 1042.17412022,  20.67588584094522, -0.09454964047661782,  17.62981867378775,  20.67588584094522, -0.09454964047661782,  17.62981867378775, -868.3856468499702, -576.2215491731129, -1.411194423079486,  18.86619445987084,  1.127665816776849,  19.52195630263061, 659.23761977628, 659.23761978, 0.1896120248550723, -5.475782584908153,  3.884105338502895, 40.453410511865, -0.19937170129612, 47.000858354252, 122.00039522152, -7578730.015022346,  12092889.34951245,  15304747.52644873, -7562815.295724027,  12102848.68379816,  15304747.52644873, 0.075372457345615, 659.23761978, 0, 20.476929114317926, 659.23761977627873, 0, 0, 0
18.04, 0.1395689768805224, 2.152169197255047e-006, 0.7054800352871468, -0.03440253288067394, -0.03256298309940926, 0.06795047986603041, 0.1421072385060086, -0.0002022176245507956,  0.702167669914153, 0.8609268081, 122820.9318, 27.1717469818, 1042.17631196,  20.67574430408824, -0.09443194505774452,  17.62976216856556,  20.67574430408824, -0.09443194505774452,  17.62976216856556, -868.3872186473215, -576.2231441353073, -1.411334264275562,  18.86591969484645,  1.129884793969764,  19.52189203262143, 659.0424057655, 659.0424057655, 0.1903334591227134, -5.475803841743534,  3.891189093610295, 40.453513491828, -0.19912458327935, 47.000858870789, 122.00039526676, -7578738.698870965,  12092883.58730492,  15304747.51233748, -7562815.161611039,   12102848.4479142,  15304747.51233748, 0.075414238086937, 659.0424057655, 0, 20.476847646074674, 659.04240576550364, 0, 0, 0
18.05, 0.1392277839946638, -0.0003147007079518255,  0.706154124053622, -0.03421544632507554, -0.03200404418404613, 0.0675897492592587, 0.1417660203279569, -0.0005194637730726296, 0.7028417635871243, 0.8609226349, 122820.8574, 27.1716032181, 1042.17850653,  20.67560406227432, -0.0943148909733233,  17.62970569250642,  20.67560406227432, -0.0943148909733233,  17.62970569250642, -868.3887924748667, -576.2247411433765,  -1.41147521222092,  18.86564465220272,  1.132106574557735,  19.52182901493954, 658.84719240665, 658.84719240665, 0.1910508224654762, -5.475828405995188,  3.898279627824151, 40.45361474783, -0.19887880762811, 47.000859387319, 122.00039531208, -7578747.382735292,  12092877.82508145,  15304747.49822484, -7562815.027518147,  12102848.21202057,  15304747.49822484, 0.07545601882826, 658.84719240665, 0, 20.476767459549233, 658.84719240665436, 0, 0, 0
18.06, 0.1388884483586273, -0.0006259807060939186, 0.7068246331715027, -0.03402928434599459, -0.03144621260449268, 0.06723085299370557, 0.1414266591456621, -0.0008311371404559062, 0.7035122774697693, 0.8609185255, 122820.7876, 27.1714604614, 1042.1807039,    20.675465114347, -0.09419847504461325,  17.62964924658399,    20.675465114347, -0.09419847504461325,  17.62964924658399, -868.3903683202003, -576.2263401903695, -1.411617241915282,  18.86536934977018,  1.134331144368449,  19.52176723182011, 658.6519796811, 658.6519796811, 0.1917641365184024, -5.475856221419708,  3.905376905239176, 40.453714282977, -0.19863436768997, 47.000859903841, 122.00039535749, -7578756.066615348,  12092872.06284203,  15304747.48411079, -7562814.893445369,  12102847.97611723,  15304747.48411079, 0.075497799569582, 658.6519796811, 0, 20.476688553574366, 658.65197968110442, 0, 0, 0
18.07, 0.1385509607691394, -0.0009317005710385653, 0.7074915808392942, -0.03384404388309826, -0.0308895998207495, 0.06687378157273424, 0.1410891457590933, -0.001137250471966324, 0.7041792297630843, 0.8609144798, 122820.7224, 27.1713187111, 1042.18290407,  20.67532745886992, -0.09408269410286907,  17.62959283174892,  20.67532745886992, -0.09408269410286907,  17.62959283174892, -868.3919461711007, -576.2279412691746, -1.411760328566292,  18.86509380506181,  1.136558489300315,  19.52170666549015, 658.45676757768, 658.45676757768, 0.1924734228125511, -5.475887231896266,  3.912480890135128, 40.453812100723, -0.19839125683483, 47.000860420355, 122.00039540299, -7578764.750511152,  12092866.30058662,  15304747.46999533, -7562814.759392727,  12102847.74020418,  15304747.46999533, 0.075539580310904, 658.45676757768, 0, 20.476610926712336, 658.45676757767797, 0, 0, 0
18.08, 0.1382153120526126, -0.001231874133846649, 0.7081549851614839, -0.03365972193785598, -0.03033431533647915, 0.06651852556259663, 0.1407534709978978, -0.001437817598123925, 0.7048426385740421, 0.8609104978, 122820.6617, 27.1711779664, 1042.18510703,  20.67519109413169, -0.0939675449897952,  17.62953644892911,  20.67519109413169, -0.0939675449897952,  17.62953644892911, -868.3935260155281, -576.2295443725225, -1.411904447591957,  18.86481803527399,  1.138788595321517,  19.52164729817288, 658.2615560852, 658.2615560852, 0.1931787027753645, -5.475921381437524,  3.919591546975894, 40.453908204859, -0.19814946845578, 47.000860936862, 122.00039544858, -7578773.434422724,  12092860.53831521,  15304747.45587844, -7562814.625360238,  12102847.50428139,  15304747.45587844, 0.075581361052227, 658.2615560852, 0, 20.476534577288685, 658.26155608519912, 0, 0, 0
