Time, P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), P_{inertial} (deg/s), Q_{inertial} (deg/s), R_{inertial} (deg/s), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{X_{inertial}} (ft/s), V_{Y_{inertial}} (ft/s), V_{Z_{inertial}} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), X_{ECI} (ft), Y_{ECI} (ft), Z_{ECI} (ft), X_{ECEF} (ft), Y_{ECEF} (ft), Z_{ECEF} (ft), Earth Position Angle (deg), Distance AGL (ft), Terrain Elevation (ft), vc-fps, h-sl-ft, elevator-cmd-norm, aileron-cmd-norm, rudder-cmd-norm
0.9, 0.5089039146498575, -10.62841036683145, 0.5546557893902755, -0.2974015009973497, -52.71067841117808, -0.7809329395080448, 0.5123360655856045, -10.62844030352775,  0.552273406716782, 0.5752338705, 100096.1342, 22.3150418933, 1040.98160486,  16.21433397438243, -0.1465278820206507,  15.33085118461551,  16.21433397438243, -0.1465278820206507,  15.33085118461551, -870.9786387498132, -570.1041409166832,  4.492327588843329,  19.09566205981263, 0.01705687120263184,  11.54627620743701, 978.73769744858, 978.73769745231, 0.06780775392249108,  12.23502493197401, 0.5452742774988483, 43.39574230022, -0.37622557880844, 47.000053467907, 121.99999999376, -7563764.345083557,  12102766.07775431,  15304780.70815218, -7562961.210096222,  12103267.96924606,  15304780.70815218, 0.0038020474603388, 978.73769745231, 0, 15.983062067079631, 978.73769744858146, 0, 0, 0
0.91,  0.505192435718346, -11.13472222045484, 0.5470737319046264, -0.3469983491371051, -51.32439037421973, -0.7661840537847098, 0.5086200500803993, -11.13475269809193, 0.5446848337583716, 0.5752427044, 100097.0098, 22.3151756081, 1040.98269162,   16.1536375782124, -0.1449278035614244,  15.39500085565317,   16.1536375782124, -0.1449278035614244,  15.39500085565317, -870.9652490616859, -570.1275536830132,  4.367116703545046,  19.02781676503115, 0.0180862107675459,  11.65799830448703, 978.62203497812, 978.62203497812, 0.07404040955620754,  12.12613388252542, 0.5507711994686588, 43.622498167185, -0.3721149230444, 47.000053990379, 121.99999999447, -7563773.054937514,  12102760.37683083,  15304780.75370531, -7562961.094488418,  12103267.78390198,  15304780.75370531, 0.0038438282016612, 978.62203497812, 0, 15.92325814935394, 978.62203497812152, 0, 0, 0
0.92, 0.5010136231964415, -11.62727560361984, 0.5396495628218481, -0.3947008780148906, -49.94506244694412, -0.7507628585304746, 0.5044364797995694, -11.62730661620209, 0.5372538595120323, 0.5752867536, 100100.9502, 22.3159919878, 1040.98380597,  16.09511539464804, -0.1432780020568229,  15.45736815396904,  16.09511539464804, -0.1432780020568229,  15.45736815396904,  -870.951975825665, -570.1508043668964,  4.242684558768816,  18.96034511287124, 0.01913101988660587,  11.76896110984921, 978.50527464598, 978.50527464598, 0.08020258611230863,  12.01224837460627, 0.5561701469513927, 43.842080039315, -0.36786539537422, 47.000054511032, 121.99999999522, -7563781.764656953,  12102754.67567236,  15304780.79800254, -7562960.978750406,  12103267.59832918,  15304780.79800254, 0.0038856089429836, 978.50527464598, 0, 15.865597501239064, 978.50527464598417, 0, 0, 0
0.93, 0.4963870388394597, -12.10614139331539, 0.5323893290926163, -0.4404676197995746, -48.57277967991883, -0.7347134733030645, 0.4998049204939092,   -12.106172934759, 0.5299865403819701, 0.5753661819, 100107.9694, 22.3174941323, 1040.98494744,   16.0387659993766, -0.1415819211822576,  15.51800515923494,   16.0387659993766, -0.1415819211822576,  15.51800515923494, -870.9388114919252, -570.1739040661639,  4.119047526962101,  18.89326960819976, 0.02019076255755545,  11.87916243639213, 978.38742347434, 978.38742347434, 0.08628981636544482,  11.89350566595368, 0.5614720260124876, 44.054570885801, -0.36348619182562, 47.000055029876, 121.99999999602, -7563790.474243077,  12102748.97428057,  15304780.84105154, -7562960.862883385,  12103267.41252931,  15304780.84105154, 0.003927389684306, 978.38742347434, 0, 15.810078724956773, 978.38742347434163, 0, 0, 0
0.94, 0.4913324937732981, -12.57139157756368, 0.5252986438782258, -0.4842681169366069, -47.20764449375256, -0.7180795437763102, 0.4947451872525147, -12.57142364170613, 0.5228884989526708, 0.5754811179, 100118.0779, 22.3196843877, 1040.98611556,  15.98458631290269, -0.1398429531675842,  15.57696233287217,  15.98458631290269, -0.1398429531675842,  15.57696233287217, -870.9257487026322, -570.1968635928795,   3.99622136650536,  18.82661205519112, 0.02126490952093831,  11.98860031416764, 978.26848853752, 978.26848853752, 0.09229789017395446,  11.77004230040565,  0.566677882887023, 44.260054203601, -0.35898641285951, 47.000055546923, 121.99999999686, -7563799.183697014,  12102743.27265703,   15304780.8828602, -7562960.746888486,  12103267.22650394,   15304780.8828602, 0.0039691704256284, 978.26848853752, 0, 15.75669879160157, 978.26848853752017, 0, 0, 0
0.95, 0.4858699604817522, -13.02309943094065, 0.5183826948929649, -0.5260814501694003, -45.84977680028351, -0.7009040024638268, 0.4892772564962636, -13.02313201154984, 0.5159649323264799, 0.5756316558, 100131.2829, 22.3225643751, 1040.98730986,  15.93257166474797, -0.1380644339997318,  15.63428855562917,  15.93257166474797, -0.1380644339997318,  15.63428855562917, -870.9127802884708, -570.2196934799388,  3.874221231990396,  18.76039356943991, 0.02235293921322692,  12.09727298802374, 978.14847693592, 978.14847693592, 0.09822285274179787,   11.6419940958474, 0.5717888982932118, 44.458614049544, -0.35437504722107, 47.000056062185, 121.99999999774, -7563807.893019815,  12102737.57080319,  15304780.92343655, -7562960.630766761,  12103267.04025454,  15304780.92343655, 0.0040109511669508, 978.14847693592, 0, 15.705453103992259, 978.1484769359231, 0, 0, 0
0.96, 0.4800194957384298, -13.46133968852834, 0.5116462542787332, -0.5658950182214336, -44.49931393846141, -0.6832288865825568,   0.48342118891553, -13.46137277931155, 0.5092206219934449, 0.5758178573, 100147.5886, 22.3261350193, 1040.98852987,  15.88271585581689, -0.1362496391286139,   15.6900311657091,  15.88271585581689, -0.1362496391286139,   15.6900311657091, -870.8998992652907, -570.2424039873677,  3.753061684552443,  18.69463458987986, 0.02345433863736466,  12.20517891497578, 978.0273957774, 978.0273957774, 0.1040610020246351,  11.50949613040792, 0.5768063816384614, 44.650335067357, -0.34966095710762, 47.000056575672, 121.99999999867,  -7563816.60221246,   12102731.8687204,  15304780.96278876, -7562960.514519187,  12103266.85378245,  15304780.96278876, 0.0040527319082732, 978.0273957774, 0, 15.656335558427486, 978.02739577740431, 0, 0, 0
0.97, 0.4738011727262326, -13.88618871675687, 0.5050936896121482, -0.6037035184985287, -43.15641044563435, -0.6650952016503327, 0.4771970615951011,  -13.8862223113694, 0.5026599448336636, 0.5760397531, 100166.9963, 22.330396577, 1040.98977511,  15.83501121902661, -0.1344017796468996,  15.74423599731625,  15.83501121902661, -0.1344017796468996,  15.74423599731625, -870.8870988308722, -570.2650051083236,  3.632756702245856,  18.62935489050603, 0.02456860415245955,  12.31231676133816, 977.90525221452, 977.9052522108, 0.1098088853982519,  11.37268272693109, 0.5817317651485495, 44.835302509663, -0.34485286459984, 47.000057087397, 121.99999999965, -7563825.311275858,  12102726.16640992,  15304781.00092517, -7562960.398146677,  12103266.66708892,  15304781.00092517, 0.0040945126495956, 977.9052522108, 0, 15.609338604283858, 977.90525221452117, 0, 0, 0
0.98, 0.4672350209464219,   -14.297724679752, 0.4987289757256784, -0.6395080879886927, -41.82123768168877, -0.646542821592792, 0.4706249079283176, -14.29775877180556,  0.496286884933682, 0.576297344, 100189.5041, 22.3353486642, 1040.99104511,  15.78944867829275, -0.1325239989129455,  15.79694741949976,  15.78944867829275, -0.1325239989129455,  15.79694741949976, -870.8743723618114, -570.2875065748026,  3.513319690454163,  18.56457359189744, 0.02569524218787176,  12.41868539961946, 977.78205341101, 977.78205341101, 0.1154632956906539,  11.23168743576021, 0.5865665979471704, 45.013602255016, -0.33995933929777, 47.000057597374, 122.00000000067, -7563834.020210848,  12102720.46387287,  15304781.03785427,  -7562960.28165007,  12103266.48017508,  15304781.03785427, 0.004136293390918, 977.78205341101, 0, 15.56445330214868, 977.78205341100693, 0, 0, 0
0.99, 0.4603377161727122, -14.69634968816072, 0.4925547234301552, -0.6735306641942594, -40.51544921547244, -0.6276782931052706, 0.4637214075758794, -14.69638427123156, 0.4901040623042875, 0.5765906026, 100215.1076, 22.340990284, 1040.99233945,  15.74601780595621, -0.1306193695893755,  15.84820837518295,  15.74601780595621, -0.1306193695893755,  15.84820837518295, -870.8617119325278,  -570.309920200829,  3.394761499099677,  18.50030917253937, 0.02683376988577486,  12.52428390518478, 977.65780654177, 977.65780654177, 0.1210212666653808,  11.08664301588767, 0.5913125401095694, 45.185320820046, -0.33498878710927, 47.000058105616, 122.00000000174, -7563842.729018204,  12102714.76111031,  15304781.07358465, -7562960.165030139,  12103266.29304198,  15304781.07358465, 0.0041780741322404, 977.65780654177, 0, 15.521669380442031, 977.6578065417707, 0, 0, 0
