Time, P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), P_{inertial} (deg/s), Q_{inertial} (deg/s), R_{inertial} (deg/s), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{X_{inertial}} (ft/s), V_{Y_{inertial}} (ft/s), V_{Z_{inertial}} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), X_{ECI} (ft), Y_{ECI} (ft), Z_{ECI} (ft), X_{ECEF} (ft), Y_{ECEF} (ft), Z_{ECEF} (ft), Earth Position Angle (deg), Distance AGL (ft), Terrain Elevation (ft), vc-fps, h-sl-ft, elevator-cmd-norm, aileron-cmd-norm, rudder-cmd-norm
21.93, 0.08424281769223159, 0.004194331574877509, 0.8152204541666983, -0.004077598016816711, 0.0007317698979113306, 0.007896531004763435, 0.08127921154406316, 0.003275808124943692, 0.8124223017887345, 0.8609192183, 122934.4241, 27.1318973143, 1047.22885836,  20.64573822892247, -0.07543053780535569,  17.60362619148821,  20.64573822892247, -0.07543053780535569,  17.60362619148821,  -886.884992444505, -556.2602022113246, -26.41740701290863,  -17.9586575249937,  6.184690965273462,  19.37462437474447, 559.38656831533, 559.38656831905,  0.269023553569476, -5.117938563185488,  161.4739403752289, 40.452628982544, -0.15929063050802, 46.999666188608, 122.00019509607, -7582259.608344533,  12090972.10361528,  15304377.54734782, -7562905.686907088,  12103087.40568638,  15304377.54734782, 0.09166694646135, 559.38656831905, 0, 20.477068271025434, 559.38656831532717, 0, 0, 0
21.94, 0.08420249655754579, 0.004201249126187086, 0.8152987527148951, -0.004055849431402165, 0.0007304676677282363, 0.007852835306474312, 0.08123876179011311, 0.003283106244319613, 0.8125006116647205, 0.8609193073, 122934.6522, 27.1318215622, 1047.2263097,  20.64568122120138, -0.07541661209816919,    17.603576356198,  20.64568122120138, -0.07541661209816919,    17.603576356198,  -886.882755619441, -556.2589454917423, -26.41793094838131, -17.95948622243143,  6.182128304804065,  19.37456801474013, 559.19282757491, 559.19282757491, 0.2691356012887032, -5.117934352737771,  161.4821258953282, 40.452627009951, -0.15926166744352, 46.999665696899, 122.00019534441, -7582268.477205639,  12090966.54100697,  15304377.28317637, -7562905.738947915,  12103087.37223545,  15304377.28317637, 0.091708727202672, 559.19282757491, 0, 20.47706995333229, 559.19282757490873, 0, 0, 0
21.95, 0.08416239108996393, 0.004208152063398985, 0.8153766178437448, -0.004034219083298884, 0.000729064533918751, 0.007809374402711347, 0.08119852774828067, 0.003290389828090414, 0.8125784881056533, 0.8609193963, 122934.8803, 27.1317458106, 1047.22376062,  20.64562421275362, -0.07540276019933945,  17.60352652222635,  20.64562421275362, -0.07540276019933945,  17.60352652222635, -886.8805183533498,  -556.257688687758, -26.41845470730429, -17.96031467636593,  6.179565225456305,  19.37451164051265, 558.99908740073, 558.99908740446,  0.269247177528438, -5.117930092763086,  161.4903121995547, 40.452625040461, -0.15923286008056, 46.999665205167, 122.00019559265, -7582277.346044379,  12090960.97841123,  15304377.01899968, -7562905.790970427,  12103087.33880355,  15304377.01899968, 0.091750507943995, 558.99908740446, 0, 20.477071634456731, 558.99908740073442, 0, 0, 0
21.96, 0.08412250011644858, 0.004215039403213014,  0.815454051882433, -0.004012706344763575, 0.0007275621902010695, 0.007766147045907679, 0.08115850824561173, 0.003297657892623965, 0.8126559334407643, 0.8609194853, 122935.1084, 27.1316700593, 1047.22121112,  20.64556720332776, -0.07538898170703323,  17.60347668955449,  20.64556720332776, -0.07538898170703323,  17.60347668955449, -886.8782806472464, -556.2564318008423, -26.41897828898525, -17.96114288580439,  6.177001728868572,  19.37445525203819, 558.80534778535, 558.80534778535,  0.269358284833835,  -5.11792578332842,  161.4984992835675, 40.452623074388, -0.15920420757307, 46.999664713412, 122.00019584079, -7582286.214860749,  12090955.41582806,  15304376.75481775, -7562905.842974617,  12103087.30539071,  15304376.75481775, 0.091792288685317, 558.80534778535, 0, 20.477073314263649, 558.80534778535366, 0, 0, 0
21.97, 0.08408282247028519, 0.004221910179132274, 0.8155310571477954, -0.003991310585112129, 0.0007259623214569068, 0.007723151996905594, 0.08111870211547415, 0.003304909471093165, 0.8127329499869356, 0.8609195743, 122935.3365, 27.1315943081, 1047.2186612,  20.64551019267637, -0.07537527622200191,  17.60342685816371,  20.64551019267637, -0.07537527622200191,  17.60342685816371, -886.8760425021388,  -556.255174832461, -26.41950169273776, -17.96197084975853,  6.174437816671073,  19.37439884929671, 558.61160873622, 558.61160873622,  0.269468925736272, -5.117921424510875,  161.5066871430489, 40.452621112043, -0.15917570908041, 46.999664221635, 122.00019608882, -7582295.083654745,  12090949.85325746,  15304376.49063059, -7562905.894960484,   12103087.2719969,  15304376.49063059, 0.09183406942664, 558.61160873622, 0, 20.477074992415243, 558.61160873621702, 0, 0, 0
21.98, 0.08404335699214764, 0.004228763441272869, 0.8156076359444701, -0.003970031101579926, 0.0007242665969808307, 0.007680388029505161, 0.08107910819862318, 0.003312143613285637, 0.8128095400488524, 0.8609196632, 122935.5645, 27.1315185568, 1047.21611086,  20.64545318055572, -0.07536164334657514,  17.60337702803544,  20.64545318055572, -0.07536164334657514,  17.60337702803544, -886.8738039190283, -556.2539177840745, -26.42002491788122, -17.96279856724453,   6.17187349048484,  19.37434243227201, 558.41787025332, 558.41787025332, 0.2695791027534261, -5.117917016397604,  161.5148757737044, 40.452619153728, -0.15914736376524, 46.999663729834, 122.00019633675,  -7582303.95242636,  12090944.29069943,  15304376.22643819, -7562905.946928022,  12103087.23862215,  15304376.22643819, 0.091875850167962, 558.41787025332, 0, 20.477076668708847, 558.41787025332451, 0, 0, 0
21.99, 0.08400410252766268, 0.00423559825707722,  0.815683790564691, -0.003948867329814852, 0.0007224767283735226, 0.007637853908101217, 0.08103972534076602, 0.003319359386317035, 0.8128857059187953, 0.8609197521, 122935.7926, 27.1314428053, 1047.21356011,  20.64539616672624, -0.07534808268569826,  17.60332719915109,  20.64539616672624, -0.07534808268569826,  17.60332719915109, -886.8715648989092, -556.2526606571383, -26.42054796374085, -17.96362603728327,  6.169308751922927,  19.37428600095149, 558.22413233295, 558.22413233295, 0.2696888183893517, -5.117912559085553,  161.5230651712625, 40.452617199743, -0.15911917079571, 46.999663238012, 122.00019658458, -7582312.821175592,  12090938.72815397,  15304375.96224055, -7562905.998877225,  12103087.20526644,  15304375.96224055, 0.091917630909284, 558.22413233295, 0, 20.47707834294178, 558.22413233295083, 0, 0, 0
22, 0.08396505792973387, 0.004242413710144726, 0.8157595232886623, -0.003927818596619752, 0.0007205943634605153, 0.00759554841876941, 0.08100055239488574, 0.003326555873461701, 0.8129614498770159, 0.8609198409, 122936.0207, 27.1313670532, 1047.21100894,   20.6453391509519, -0.07533459384632835,  17.60327737149241,   20.6453391509519, -0.07533459384632835,  17.60327737149241, -886.8693254427694, -556.2514034531027, -26.42107082964771, -17.96445325889985,   6.16674360258973,  19.37422955532648, 558.0303949751, 558.03039497882, 0.2697980751345053, -5.117908052681378,  161.5312553314749, 40.452615250381, -0.15909112934419, 46.999662746166, 122.00019683231, -7582321.689902436,  12090933.16562107,  15304375.69803769,  -7562906.05080809,  12103087.17192977,  15304375.69803769, 0.091959411650607, 558.03039497882, 0, 20.477080014810031, 558.03039497509599, 0, 0, 0
22.01, 0.08392622205722698, 0.004249208900766559, 0.8158348363844179, -0.003906884280195692, 0.0007186211643625845, 0.007553470345570878, 0.08096158821992668, 0.003333732174687438, 0.8130367741915955, 0.8609199296, 122936.2487, 27.1312913005, 1047.20845736,  20.64528213300098, -0.075321176437531,  17.60322754504092,  20.64528213300098, -0.075321176437531,  17.60322754504092, -886.8670855515899, -556.2501461734127, -26.42159351493863, -17.96528023112445,  6.164178044081398,  19.37417309539161, 557.83665817976, 557.83665817603, 0.2699068754658907, -5.117903497301195,  161.5394462501155, 40.452613305931, -0.1590632385875, 46.999662254298, 122.00019707993, -7582330.558606887,  12090927.60310075,  15304375.43382959, -7562906.102720614,  12103087.13861215,  15304375.43382959, 0.092001192391929, 557.83665817603, 0, 20.477081684110924, 557.83665817975998, 0, 0, 0
22.02, 0.08388759377518341, 0.004255982946450604,  0.815909732107943, -0.003886063761621277, 0.0007165588330665695, 0.007511618479989422, 0.08092283168100785, 0.003340887407180455, 0.8131116811185672, 0.8609200183, 122936.4768, 27.131215547, 1047.20590536,  20.64522511264525, -0.07530783007057718,  17.60317771977858,  20.64522511264525, -0.07530783007057718,  17.60317771977858, -886.8648452263452, -556.2488888195079, -26.42211601895619, -17.96610695299144,  6.161612077985725,  19.37411662114538, 557.64292195067, 557.64292195067,  0.270015221847063, -5.117898893070468,  161.5476379229815, 40.452611366675, -0.15903549770705, 46.999661762408, 122.00019732745, -7582339.427288942,    12090922.040593,  15304375.16961627, -7562906.154614789,  12103087.10531358,  15304375.16961627, 0.092042973133252, 557.64292195067, 0, 20.477083350608009, 557.6429219506681, 0, 0, 0
22.03, 0.08384917195500917, 0.004262734980965716, 0.8159842127032526, -0.003865356410341576, 0.0007144090210315131, 0.00746999162116458, 0.08088428164961202, 0.003348020704389609,  0.813186172901994, 0.8609201068, 122936.7048, 27.1311397924, 1047.20335296,  20.64516808966067, -0.07529455435881793,  17.60312789568714,  20.64516808966067, -0.07529455435881793,  17.60312789568714, -886.8626044680035,  -556.247631392823,  -26.4226383410487, -17.96693342354015,   6.15904570588233,  19.37406013258952, 557.44918628782, 557.44918628782, 0.2701231167282451, -5.117894240123809,  161.5558303458922, 40.452609432893, -0.15900790588865, 46.999661270494, 122.00019757487, -7582348.295948596,  12090916.47809783,  15304374.90539772, -7562906.206490615,  12103087.07203406,  15304374.90539772, 0.092084753874574, 557.44918628782, 0, 20.477085014166168, 557.44918628782034, 0, 0, 0
22.04, 0.08381095547412082, 0.00426946415486277,  0.816058280402419, -0.00384476161551394, 0.0007121733976747596, 0.007428588572642651, 0.08084593700323159, 0.003355131216547445, 0.8132602517739963, 0.8609201953, 122936.9329, 27.1310640365, 1047.20080015,  20.64511106382687, -0.07528134891776706,  17.60307807274863,  20.64511106382687, -0.07528134891776706,  17.60307807274863, -886.8603632775265, -556.2463738947874, -26.42316048057019,  -17.9677596418144,  6.156478929342663,  19.37400362972937, 557.25545119122, 557.25545119122, 0.2702305625463994, -5.117889538604824,  161.5640235146895, 40.452607504856, -0.15898046232263, 46.999660778558, 122.00019782218, -7582357.164585845,  12090910.91561523,  15304374.64117395, -7562906.258348085,  12103087.03877358,  15304374.64117395, 0.092126534615896, 557.25545119122, 0, 20.477086674447609, 557.25545119121671, 0, 0, 0
22.05, 0.08377294321621201, 0.00427616963482914, 0.8161319374256679, -0.003824278755147599, 0.0007098535953494651, 0.007387408145835526, 0.08080779662563513, 0.003362218110024668, 0.8133339199548484, 0.8609202836, 122937.1609, 27.1309882793, 1047.19824693,  20.64505403492732, -0.07526821336498113,  17.60302825094528,  20.64505403492732, -0.07526821336498113,  17.60302825094528, -886.8581216558698, -556.2451163268253, -26.42368243688043, -17.96858560686268,  6.153911749929984,  19.37394711257376, 557.06171665713, 557.06171665713, 0.2703375617252503, -5.117884788665932,  161.5722174252377, 40.452605582834, -0.15895316620362, 46.9996602866, 122.00019806939, -7582366.033200683,   12090905.3531452,  15304374.37694496, -7562906.310187195,  12103087.00553216,  15304374.37694496, 0.092168315357219, 557.06171665713, 0, 20.47708833128344, 557.06171665713191, 0, 0, 0
