Time, Aileron Command (norm), Elevator Command (norm), Rudder Command (norm), Flap Command (norm), Left Aileron Position (deg), Right Aileron Position (deg), Elevator Position (deg), Rudder Position (deg), Flap Position (deg), P (deg/s), Q (deg/s), R (deg/s), P dot (deg/s^2), Q dot (deg/s^2), R dot (deg/s^2), P_{inertial} (deg/s), Q_{inertial} (deg/s), R_{inertial} (deg/s), q bar (psf), Reynolds Number, V_{Total} (ft/s), V_{Inertial} (ft/s), UBody, VBody, WBody, Aero V_{X Body} (ft/s), Aero V_{Y Body} (ft/s), Aero V_{Z Body} (ft/s), V_{X_{inertial}} (ft/s), V_{Y_{inertial}} (ft/s), V_{Z_{inertial}} (ft/s), V_{North} (ft/s), V_{East} (ft/s), V_{Down} (ft/s), Rho (slugs/ft^3), Absolute Viscosity, Kinematic Viscosity, Temperature (R), P_{SL} (psf), P_{Ambient} (psf), Turbulence Magnitude (ft/sec), Turbulence X Direction (rad), Turbulence Y Direction (rad), Turbulence Z Direction (rad), Wind V_{North} (ft/s), Wind V_{East} (ft/s), Wind V_{Down} (ft/s), Altitude ASL (ft), Altitude AGL (ft), Phi (deg), Theta (deg), Psi (deg), Alpha (deg), Beta (deg), Latitude (deg), Longitude (deg), X_{ECI} (ft), Y_{ECI} (ft), Z_{ECI} (ft), X_{ECEF} (ft), Y_{ECEF} (ft), Z_{ECEF} (ft), Earth Position Angle (deg), Distance AGL (ft), Terrain Elevation (ft), Pitch Trim Sum, Elevator Control, elevator normalization, Roll Trim Sum, Left Aileron Control, left aileron normalization, Right Aileron Control, right aileron normalization, Rudder Command Sum, Rudder Control, rudder normalization, electric_1mw HP (engine 0), Fixed-Pitch 16-inch Two-Blade Propeller Torque (engine 0), Fixed-Pitch 16-inch Two-Blade Propeller PFactor Pitch (engine 0), Fixed-Pitch 16-inch Two-Blade Propeller PFactor Yaw (engine 0), Fixed-Pitch 16-inch Two-Blade Propeller Thrust (engine 0 in lbs), Fixed-Pitch 16-inch Two-Blade Propeller RPM (engine 0), throttle-cmd-norm
0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05150153286842529, -4.462633414569925, 0.03566791112170232,  1.503101915476298,  602.9183753816704,  0.896403037281533, 0.0543054790750127, -4.462627557369179, 0.03257046785050914, 4.74003429, 452657.4997, 65.0303396354, 1017.68605713,  65.01402626611503, -0.0208784773204553,  1.456374213333348,  65.01402626611503, -0.0208784773204553,  1.456374213333348,  791.9905486086403,  637.6749016324183,  42.50413658200622,  65.02313846816216, -0.003345268068942978, 0.9677425538653595, 0.002241710028, 3.697154714e-007, 0.0001649256446, 511.5385482, 2116.22, 1967.773396, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.7429399379, 1999.7429399416, -0.1198052020746659, 0.4306264215765118, 0.01276615106068397, 1.2832637409862, -0.018395239212656, 48.277852900652, -53.917520331033,  8202916.612485957, -11255855.62576004,    15619999.902171,  8202736.037644363,  -11255987.2208564,    15619999.902171, 0.00091917630909289, 1999.7429399416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.048, 0.00428513, -0, -0, -0.0140585, 866.423, 0.019999999999999997
0.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08224721990309408,  9.291591498429982, -0.000752245104412037,  1.526741342302321,  659.4469853754297, -0.9151820562963178, 0.08505433069406415,  9.291597244824223, -0.003846820913900142, 4.704175211, 450942.0954, 64.7838773729, 1017.67090732,  64.77081810174229, -0.0224984184895549,  1.300532089533725,  64.77081810174229, -0.0224984184895549,  1.300532089533725,   791.974428022239,  637.6969427282962,  42.10926511927381,  64.77956439231743, -0.004638643583561975,  0.747517951833294, 0.002241710934, 3.697154987e-007, 0.0001649255902, 511.5385967, 2116.22, 1967.774377, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.728277538, 1999.728277538, -0.1184507179773644, 0.4891948507820942, 0.01341840044509522, 1.1502863557592, -0.019897920645637, 48.277856454419, -53.917520331452,   8202932.45184144, -11255842.87163077,  15620000.75509474,  8202735.461223682, -11255986.43005126,  15620000.75509474, 0.0010027377917377, 1999.728277538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0528, 0.00495345, -0, -0, -0.0162512, 928.497, 0.021999999999999999
0.24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1090709684238511,  18.07713279693702, -0.07410017151866616,  1.396793880564276,  512.6670831127578, -2.754226413118634, 0.1118954999336125,  18.07713845682071, -0.07717885519364448, 4.669559141, 449279.946, 64.5450644132, 1017.65638746,  64.52328206538854, -0.02382940348365596,  1.676557117461169,  64.52328206538854, -0.02382940348365596,  1.676557117461169,  791.9354069566737,  637.7506664257502,  41.67639159850219,  64.54057311539305, -0.006480250779626146,  0.761393486461148, 0.002241711908, 3.697155282e-007, 0.0001649255316, 511.538649, 2116.22, 1967.775434, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.7089035213, 1999.7089035213, -0.1165098670955252, 0.8125700813850362, 0.01237508545765018, 1.4884245534746, -0.021153039219301, 48.277859994721, -53.917520331876,  8202948.291491207, -11255830.11791232,  15620001.60122876,  8202734.885117028, -11255985.63967922,  15620001.60122876, 0.0010862992743825, 1999.7089035213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0576, 0.00568865, -0, -0, -0.0186632, 991.81, 0.023999999999999997
0.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1242347839862717,  19.91511877107653, -0.1652543006872413,  0.958101892345447,   232.155274968711, -3.963273337029799, 0.1270833756814586,  19.91512440952194, -0.1683107360319758, 4.636033439, 447664.2905, 64.3129237464, 1017.64212273,  64.26798998010449, -0.02377524371336384,  2.403551426876838,  64.26798998010449, -0.02377524371336384,  2.403551426876838,  791.9131017081567,  637.7813866297889,  41.27992451756335,  64.30533994097851, -0.008602091240365473, 0.9875939883821245, 0.002241713196, 3.697155671e-007, 0.0001649254543, 511.5387181, 2116.22, 1967.77683, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.6827475317, 1999.6827475317, -0.1141165215447633,  1.261965397821318, 0.009253821835439326, 2.1418003111352, -0.021181141726203, 48.277863521796, -53.917520332286,  8202964.130589557, -11255817.36343623,  15620002.43908533,  8202734.308478726, -11255984.84857178,  15620002.43908533, 0.0011698607570273, 1999.6827475317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0624, 0.00649091, -0, -0, -0.0212952, 1056.16, 0.025999999999999995
0.28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1239036453509438,  15.08893302094384, -0.2483392574608778, 0.2929474234187397, -83.48772979296656, -4.097745462997437, 0.1267743890725931,  15.08893872967742, -0.251374896001526, 4.60318006, 446075.3872, 64.0846160866, 1017.62774694,  64.00354120672766, -0.02155525767959098,  3.222462930613041,  64.00354120672766, -0.02155525767959098,  3.222462930613041,  791.9358790843116,  637.7499054866941,  40.97380650027108,   64.0704737577927, -0.01056541646637972,  1.346216844927779, 0.002241714934, 3.697156197e-007, 0.0001649253498, 511.5388114, 2116.22, 1967.778715, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.6497267447, 1999.6497267447, -0.1116088855721928,  1.678644157138819, 0.004214326707907221, 2.8823053731967, -0.019271790798836, 48.277867035831, -53.917520332677,  8202979.969074643,  -11255804.6081157,  15620003.26864849,  8202733.731246934, -11255984.05664215,  15620003.26864849, 0.0012534222396721, 1999.6497267447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0672, 0.0073605, -0, -0, -0.0241481, 1121.39, 0.027999999999999997
0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1074538030202837,  5.775611135013138, -0.2987358353939638, -0.4630681071562289, -338.2732870189177,  -3.05101964763283, 0.1103379499416936,  5.775617003986427, -0.3017587421979144, 4.570531339, 444490.7829, 63.8569157065, 1017.61303773,  63.73877376347551, -0.01703914830891327,  3.882539419348241,  63.73877376347551, -0.01703914830891327,  3.882539419348241,  792.0142985892391,  637.6415753914654,  40.77826293278081,  63.83343964772033, -0.01194241503873557,  1.731335804068645, 0.002241717129, 3.697156861e-007, 0.0001649252179, 511.5389291, 2116.22, 1967.781095, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.6114877276, 1999.6114877276, -0.1093308464872866,  1.932155308722417,  359.9979248880267, 3.4857683634685, -0.015288419200678, 48.277870536986, -53.917520333059,  8202995.807564451, -11255791.85280278,   15620004.0911858,  8202733.154039621, -11255983.26474239,   15620004.0911858, 0.0013369837223169, 1999.6114877276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.072, 0.00829775, -0, -0, -0.0272231, 1187.38, 0.029999999999999999
0.32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07960998487178865, -4.821636726392576, -0.3012035939128637, -1.088728356651554, -465.9993607282163, -1.101693711120008, 0.08249531162853019, -4.821630636067538, -0.3042253741612054, 4.537792853, 442896.1483, 63.6277666757, 1017.59795898,  63.48815642269535, -0.01080177471358976,  4.212667741985161,  63.48815642269535, -0.01080177471358976,  4.212667741985161,  792.1408217819966,  637.4667101061245,   40.6782263987003,  63.59489749749911, -0.01243771458450567,  2.044883791605204, 0.002241719671, 3.697157629e-007, 0.0001649250652, 511.5390655, 2116.22, 1967.78385, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.570672825, 1999.570672825, -0.1075652272762613,  1.954525924002726,  359.9914007278372, 3.7962164394775, -0.0097268242726037, 48.277874025414, -53.917520333453,  8203011.647066228, -11255779.09888797,  15620004.90870649,     8202732.577864, -11255982.47426302,  15620004.90870649, 0.0014205452049617, 1999.570672825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0768, 0.00930307, -0, -0, -0.0305213, 1254.03, 0.032000000000000001
0.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04904063685579126,  -13.5468006907185, -0.2547097850987932, -1.382157995283264, -446.1719420717886,  1.182879542021565, 0.05191527013125777, -13.54679436595256, -0.2577417394162942, 4.504923214, 441289.3363, 63.3968646739, 1017.58261891,  63.26024822849392, -0.00396289599236737,  4.159739035136859,  63.26024822849392, -0.00396289599236737,  4.159739035136859,  792.2945920072547,  637.2540044853496,  40.63249373458179,  63.35785635516287, -0.01201788574770767,  2.223588119375275, 0.002241722384, 3.69715845e-007, 0.0001649249022, 511.539211, 2116.22, 1967.786792, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.5299980156, 1999.5299980156, -0.1064321043885843,   1.75211342770007,  359.9857279448303, 3.7621235592846, -0.0035815212049982, 48.277877501252, -53.917520333883,  8203027.488617431, -11255766.34780512,  15620005.72327139,  8202732.003757482, -11255981.68663792,  15620005.72327139, 0.0015041066876065, 1999.5299980156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0816, 0.0103769, -0, -0, -0.0340443, 1321.28, 0.034000000000000002
0.36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02565980905924204, -18.21789362229107, -0.1723921698255527,  -1.23658971291547, -304.4271127630782,  3.140888498983894, 0.02851543138390936, -18.21788710206679, -0.1754420357373648, 4.472067255, 439677.3216, 63.1652159042, 1017.56719814,   63.0515416338178, 0.002162082574729315,  3.787821688978951,   63.0515416338178, 0.002162082574729315,  3.787821688978951,  792.4491681366318,  637.0398856982487,  40.58944052579444,   63.1250256707802, -0.01093312345259914,  2.252890310980871, 0.002241725087, 3.697159267e-007, 0.0001649247398, 511.5393561, 2116.22, 1967.789723, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.4914381914, 1999.4914381914, -0.1058629738997517,  1.393922095268405,  359.9817617554735, 3.4379124069048, 0.0019611775997545, 48.277880964599, -53.917520334372,  8203043.332971569, -11255753.60059797,  15620006.53637859,  8202731.432473536, -11255980.90291087,  15620006.53637859, 0.0015876681702514, 1999.4914381914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0864, 0.0115198, -0, -0, -0.0377938, 1389.08, 0.036000000000000004
0.38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01705411304485099, -18.13030329426857, -0.07677587294991813, -0.6941537467990783, -98.55605759362756,  4.238474342340415, 0.01988778046382731, -18.13029665882887, -0.07984614791872277, 4.439441291, 438070.7115, 62.9343472479, 1017.55189315,  62.85070984614889, 0.006456443321658623,  3.243500218834189,  62.85070984614889, 0.006456443321658623,  3.243500218834189,  792.5807795414423,  636.8571466314495,  40.50355476829203,  62.89709933811777, -0.009633744856839242,  2.164916987309044, 0.00224172765, 3.697160042e-007, 0.0001649245858, 511.5394936, 2116.22, 1967.792502, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.4557397515, 1999.4557397552, -0.1056197346698355,  0.982852180089526,  359.9798961050759, 2.9542094304784, 0.0058779818941821, 48.277884415509, -53.917520334941,  8203059.180409171, -11255740.85765907,  15620007.34859793,  8202730.864292663, -11255980.12347443,  15620007.34859793, 0.0016712296528962, 1999.4557397552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0912, 0.0127322, -0, -0, -0.0417716, 1457.37, 0.038000000000000006
0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02613993733270383, -14.03582009628501, 0.007646943083720358, 0.07631008280330436,   103.630740753842,  4.231650558233568, 0.02895416441072442, -14.03581344612565, 0.004558839266940142, 4.40725705, 436480.0473, 62.7057742021, 1017.5368805,  62.64753740786142, 0.008311997187758768,  2.701870818938339,  62.64753740786142, 0.008311997187758768,  2.701870818938339,  792.6747784445651,  636.7260528529736,  40.34764436943812,   62.6731463277326, -0.008614955670088869,  2.022566054812687, 0.002241730023, 3.69716076e-007, 0.0001649244432, 511.5396209, 2116.22, 1967.795074, 0,                  0,                  0,                  0,                  0,                  0,                  0, 1999.422354959, 1999.422354959, -0.1053614882456659, 0.6211229689477171,  359.9799832114304, 2.4695291576376, 0.0075948724920159, 48.277887854011, -53.917520335599,  8203075.030708647, -11255728.11868875,  15620008.15952788,  8202730.298993263, -11255979.34802895,  15620008.15952788, 0.001754791135541, 1999.422354959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.096, 0.0140149, -0, -0, -0.0459797, 1526.12, 0.040000000000000008
